id,title,owner,lat,lon,url_m,tags,description,sentiment
54825729462,Chinatown London,Roy Llowarch (Thanx For 413 Million Total Views),51.511561,-0.131763,https://live.staticflickr.com/65535/54825729462_e4a74b87e3.jpg,chinatown chinatownlondon hongkongchinese chinese chineseculture chinesepeople chineserestaurants chinesefood chineseshops britishchinese london londonengland londonmarkets londonlandmarks londonsightseeing westminster cityofwestminster centrallondon shopping shops pubs bars restaurants people color colour colorful colourful lovelondon cities city streets chineselanterns walks walking tourism tourists ldn londontourism englishtourism england english englishheritage englishhistory british britishhistory britishheritage europe european royllowarch llowarch canon canonphotos canonphotography summertime clouds sunshine travel travelling holidays vacations vibrant worldtravel sunny chinesehistory chineseheritage explorelondon exploringlondon europeantravel chinesegates chinesearch chinesearches picturesque soholondon outdoors,London's Chinatown is a small but very colourful and vibrant area north of Leicester Square. I love walking around the area and have my favourite Chinese restaurant. When I was spending a lot of weekends in central London I would also get my hair cut by a Chinese barber. The area is well worth visiting. I took this photo with my Canon DSLR camera.   ,0.09880952380952382
54707241955,Chinatown London,Roy Llowarch (Thanx For 413 Million Total Views),51.51062,-0.131527,https://live.staticflickr.com/65535/54707241955_c6225c2787.jpg,chinatown chinatownlondon hongkongchinese chinese chineseculture chinesepeople chineserestaurants chinesefood chineseshops britishchinese london londonengland londonmarkets londonlandmarks londonsightseeing westminster cityofwestminster centrallondon shopping shops pubs bars restaurants people color colour colorful colourful lovelondon cities city streets chineselanterns walks walking tourism tourists ldn londontourism englishtourism england english englishheritage englishhistory british britishhistory britishheritage europe european royllowarch llowarch canon canonphotos canonphotography summertime clouds sunshine travel travelling holidays vacations vibrant chinesearches chinesegates chinesearch worldtravel sunny chinesehistory chineseheritage explorelondon exploringlondon europeantravel picturesque soho outdoors,London's Chinatown is a small but very colourful and vibrant area north of Leicester Square. I love walking around the area and have my favourite Chinese restaurant. When I was spending a lot of weekends in central London I would also get my hair cut by a Chinese barber. The area is well worth visiting. I took this photo with my Canon DSLR camera.   ,0.09880952380952382
54707115083,Chinatown London ( Explored ),Roy Llowarch (Thanx For 413 Million Total Views),51.511241,-0.131463,https://live.staticflickr.com/65535/54707115083_c986063606.jpg,chinatown chinatownlondon hongkongchinese chinese chineseculture chinesepeople chineserestaurants chinesefood chineseshops britishchinese london londonengland londonmarkets londonlandmarks londonsightseeing westminster cityofwestminster centrallondon shopping shops pubs bars restaurants people color colour colorful colourful lovelondon cities city streets chineselanterns walks walking tourism tourists ldn londontourism englishtourism england english englishheritage englishhistory british britishhistory britishheritage europe european royllowarch llowarch canon canonphotos canonphotography summertime clouds sunshine travel travelling holidays vacations vibrant worldtravel sunny chinesehistory chineseheritage explorelondon exploringlondon europeantravel chinesegates chinesearch chinesearches picturesque soholondon outdoors,London's Chinatown is a small but very colourful and vibrant area north of Leicester Square. I love walking around the area and have my favourite Chinese restaurant. When I was spending a lot of weekends in central London I would also get my hair cut by a Chinese barber. The area is well worth visiting. I took this photo with my Canon DSLR camera.   ,0.09880952380952382
54685812368,`3360,roll the dice,51.512648,-0.131385,https://live.staticflickr.com/65535/54685812368_5cf1babe94.jpg,art candid canon classic colour england fashion funny london mad natural people portrait sad shopping streetphotography surreal tourism tourists uk unaware unknown urban westminster asian eye yellow chinese mobilephone nightlife nightime dark lights moody wisdom pretty eyes sexy girl w1 soho westend community culture cafe busy crowded stangers chinatown windows,Asian Eye`,0.04675925925925925
54312155392,Celebrating the arrival of 'Year of the Snake' in London,Flip the Script,51.508632,-0.128338,https://live.staticflickr.com/65535/54312155392_358c99cc23.jpg,chinesenewyear2025 lunarnewyear portraiture portrait reportage londonpeople chinesenewyear chinatownlondon nikonphotography umbrella costume kimono culture,"Celebrating the arrival of Year of the Snake in central London’s Lunar New Year festivities!

The sixth animal in the cycle of the 12 Chinese zodiac signs, the snake represents wisdom, transformation, intuition and resilience.

The last Year of the Snake was in 2013, and you’re known as a snake if you were born in 2001, 1989, 1977, 1965, 1953 or 1941. If so, tradition has it that you’ll be presented with exciting new opportunities this year.

©Kingsley Davis
Please do not use or reproduce this image on Websites/Blog or any other media without my explicit permission.",0.06883116883116883
54307362908,George And Dragon Pub`1974-2024,roll the dice,51.510872,-0.133874,https://live.staticflickr.com/65535/54307362908_8d43c61c19.jpg,london westminster westend sad corner gay chinatown redlight advertising streetfurniture chinese architecture decorations ornate victorian pub publichouse beer boozer traffic travel transport seventies urban england uk classic art canon tourism tourists windows eat restaurant changes collection vanished demolished nostalgia comparison localhistory retro bygone community culture surreal people fashion harplarger bass crowded busy lights cctv shaftesburyavenue mandarin,Old Victorian Pub Been Closed For Years ....Now Kung Fu Noodle............,0.028333333333333332
54303323483,UK - London - Chinatown - All you can eat buffet_sq_5009643,Darrell Godliman,51.512167,-0.130215,https://live.staticflickr.com/65535/54303323483_ecaa593490.jpg,uklondonchinatownallyoucaneatbuffetsq5009643,"<a href=""http://www.dgphotos.co.uk"" rel=""noreferrer nofollow"">My Website</a> : <a href=""https://www.twitter.com/dgphotos"" rel=""noreferrer nofollow"">Twitter</a> : <a href=""https://www.facebook.com/dsgphotos"" rel=""noreferrer nofollow"">Facebook</a> : <a href=""https://instagram.com/dgphotos.co.uk/"" rel=""noreferrer nofollow"">Instagram</a>  : <a href=""https://www.photocrowd.com/dgphotos/"" rel=""noreferrer nofollow"">Photocrowd</a>

Before Saturdays London Flickr Photowalk I made the mistake of heading into Chinatown to see if I could catch any of their New Year Celebrations.  As I expected it was very busy and not very easy to take photos so in the most part I took an alternative approach to photographing the event.....

Keep an eye on London Flickr Group for details of upcoming photowalks : <a href=""http://www.flickr.com/groups/londonflickrgroup"">www.flickr.com/groups/londonflickrgroup</a>

More photos of London here : <a href=""https://www.flickr.com/photos/darrellg/albums/72157601900466587"">www.flickr.com/photos/darrellg/albums/72157601900466587</a>

From Wikipedia, &quot;Chinese New Year, or the Spring Festival, is a festival that celebrates the beginning of a new year on the traditional lunisolar Chinese calendar. It is one of the most important holidays in Chinese culture, and has been added to the Intangible Cultural Heritage of Humanity list by the United Nations Educational, Scientific and Cultural Organization in 2024. Marking the end of winter and the beginning of spring, this festival takes place from Chinese New Year's Eve (the evening preceding the first day of the year) to the Lantern Festival, held on the 15th day of the year. The first day of Chinese New Year begins on the new moon that appears between 21 January and 20 February.

The Chinese New Year is associated with several myths and customs. The festival was traditionally a time to honour deities as well as ancestors. Within China, regional customs and traditions concerning the celebration of the New Year vary widely. The evening preceding New Year's Day is an occasion for Chinese families to gather for the annual reunion dinner. Traditionally, every family would thoroughly clean their house, symbolically sweep away any ill fortune to make way for incoming good luck. Windows and doors may be decorated with red paper-cuts and couplets representing themes such as good fortune or happiness, wealth, and longevity. Other activities include lighting firecrackers and giving money in red envelopes.&quot;

© D.Godliman",0.13859201773835922
54303076786,UK - London - Chinatown - New Year crowds_5009642,Darrell Godliman,51.512167,-0.130215,https://live.staticflickr.com/65535/54303076786_c9d63524a1.jpg,uklondonchinatownnewyearcrowds5009642 kungheifatchoy,"<a href=""http://www.dgphotos.co.uk"" rel=""noreferrer nofollow"">My Website</a> : <a href=""https://www.twitter.com/dgphotos"" rel=""noreferrer nofollow"">Twitter</a> : <a href=""https://www.facebook.com/dsgphotos"" rel=""noreferrer nofollow"">Facebook</a> : <a href=""https://instagram.com/dgphotos.co.uk/"" rel=""noreferrer nofollow"">Instagram</a>  : <a href=""https://www.photocrowd.com/dgphotos/"" rel=""noreferrer nofollow"">Photocrowd</a>

Before Saturdays London Flickr Photowalk I made the mistake of heading into Chinatown to see if I could catch any of their New Year Celebrations.  As I expected it was very busy and not very easy to take photos......

Keep an eye on London Flickr Group for details of upcoming photowalks : <a href=""http://www.flickr.com/groups/londonflickrgroup"">www.flickr.com/groups/londonflickrgroup</a>

More photos of London here : <a href=""https://www.flickr.com/photos/darrellg/albums/72157601900466587"">www.flickr.com/photos/darrellg/albums/72157601900466587</a>

From Wikipedia, &quot;Chinese New Year, or the Spring Festival, is a festival that celebrates the beginning of a new year on the traditional lunisolar Chinese calendar. It is one of the most important holidays in Chinese culture, and has been added to the Intangible Cultural Heritage of Humanity list by the United Nations Educational, Scientific and Cultural Organization in 2024. Marking the end of winter and the beginning of spring, this festival takes place from Chinese New Year's Eve (the evening preceding the first day of the year) to the Lantern Festival, held on the 15th day of the year. The first day of Chinese New Year begins on the new moon that appears between 21 January and 20 February.

The Chinese New Year is associated with several myths and customs. The festival was traditionally a time to honour deities as well as ancestors. Within China, regional customs and traditions concerning the celebration of the New Year vary widely. The evening preceding New Year's Day is an occasion for Chinese families to gather for the annual reunion dinner. Traditionally, every family would thoroughly clean their house, symbolically sweep away any ill fortune to make way for incoming good luck. Windows and doors may be decorated with red paper-cuts and couplets representing themes such as good fortune or happiness, wealth, and longevity. Other activities include lighting firecrackers and giving money in red envelopes.&quot;

© D.Godliman",0.1297228381374723
54303076721,UK - London - Chinatown - A bit busy_5009640,Darrell Godliman,51.512167,-0.130215,https://live.staticflickr.com/65535/54303076721_251966eab3.jpg,uklondonchinatownabitbusy5009640 kungheifatchoy,"<a href=""http://www.dgphotos.co.uk"" rel=""noreferrer nofollow"">My Website</a> : <a href=""https://www.twitter.com/dgphotos"" rel=""noreferrer nofollow"">Twitter</a> : <a href=""https://www.facebook.com/dsgphotos"" rel=""noreferrer nofollow"">Facebook</a> : <a href=""https://instagram.com/dgphotos.co.uk/"" rel=""noreferrer nofollow"">Instagram</a>  : <a href=""https://www.photocrowd.com/dgphotos/"" rel=""noreferrer nofollow"">Photocrowd</a>

Before yesterdays London Flickr Photowalk I made the mistake of heading into Chinatown to see if I could catch any of their New Year Celebrations.  I didn't stay long as it was crazily chaotic so I opted for a more alternative approach to photographing the event......

Keep an eye on London Flickr Group for details of upcoming photowalks : <a href=""http://www.flickr.com/groups/londonflickrgroup"">www.flickr.com/groups/londonflickrgroup</a>

More photos of London here : <a href=""https://www.flickr.com/photos/darrellg/albums/72157601900466587"">www.flickr.com/photos/darrellg/albums/72157601900466587</a>

From Wikipedia, &quot;Chinese New Year, or the Spring Festival, is a festival that celebrates the beginning of a new year on the traditional lunisolar Chinese calendar. It is one of the most important holidays in Chinese culture, and has been added to the Intangible Cultural Heritage of Humanity list by the United Nations Educational, Scientific and Cultural Organization in 2024. Marking the end of winter and the beginning of spring, this festival takes place from Chinese New Year's Eve (the evening preceding the first day of the year) to the Lantern Festival, held on the 15th day of the year. The first day of Chinese New Year begins on the new moon that appears between 21 January and 20 February.

The Chinese New Year is associated with several myths and customs. The festival was traditionally a time to honour deities as well as ancestors. Within China, regional customs and traditions concerning the celebration of the New Year vary widely. The evening preceding New Year's Day is an occasion for Chinese families to gather for the annual reunion dinner. Traditionally, every family would thoroughly clean their house, symbolically sweep away any ill fortune to make way for incoming good luck. Windows and doors may be decorated with red paper-cuts and couplets representing themes such as good fortune or happiness, wealth, and longevity. Other activities include lighting firecrackers and giving money in red envelopes.&quot;

© D.Godliman",0.12922348484848484
54305185901,London's Lunar New Year 2025 Festivities,Flip the Script,51.509401,-0.127587,https://live.staticflickr.com/65535/54305185901_3f4e1ef132.jpg,lunarnewyear chinesenewyear yearofthesnake costume festival londonpeople travelphotography fashion culture chinesenewyear2025 chinesewoman,"Celebrating the arrival of Year of the Snake in central London’s Lunar New Year festivities!

The sixth animal in the cycle of the 12 Chinese zodiac signs, the snake represents wisdom, transformation, intuition and resilience.

The last Year of the Snake was in 2013, and you’re known as a snake if you were born in 2001, 1989, 1977, 1965, 1953 or 1941. If so, tradition has it that you’ll be presented with exciting new opportunities this year.

©Kingsley Davis
Please do not use or reproduce this image on Websites/Blog or any other media without my explicit permission.",0.07727272727272726
54302172401,UK - London - Chinatown - New Year celebrations_5009639,Darrell Godliman,51.51164,-0.131632,https://live.staticflickr.com/65535/54302172401_bb77277646.jpg,uklondonchinatownnewyearcelebrations5009639 chinesenewyear chinatown london dragondance yearofthesnake celebration crowd crowded busy lunarnewyear newyearfestival springfestival,"<a href=""http://www.dgphotos.co.uk"" rel=""noreferrer nofollow"">My Website</a> : <a href=""https://www.twitter.com/dgphotos"" rel=""noreferrer nofollow"">Twitter</a> : <a href=""https://www.facebook.com/dsgphotos"" rel=""noreferrer nofollow"">Facebook</a> : <a href=""https://instagram.com/dgphotos.co.uk/"" rel=""noreferrer nofollow"">Instagram</a>  : <a href=""https://www.photocrowd.com/dgphotos/"" rel=""noreferrer nofollow"">Photocrowd</a>

Before yesterdays London Flickr Photowalk I made the mistake of heading into Chinatown to see if I could catch any of their New Year Celebrations.  I didn't stay long as it was crazily chaotic but I did manage to get one shot of a dragon dance.....

Keep an eye on London Flickr Group for details of upcoming photowalks : <a href=""http://www.flickr.com/groups/londonflickrgroup"">www.flickr.com/groups/londonflickrgroup</a>

More photos of London here : <a href=""https://www.flickr.com/photos/darrellg/albums/72157601900466587"">www.flickr.com/photos/darrellg/albums/72157601900466587</a>

From Wikipedia, &quot;Chinese New Year, or the Spring Festival, is a festival that celebrates the beginning of a new year on the traditional lunisolar Chinese calendar. It is one of the most important holidays in Chinese culture, and has been added to the Intangible Cultural Heritage of Humanity list by the United Nations Educational, Scientific and Cultural Organization in 2024. Marking the end of winter and the beginning of spring, this festival takes place from Chinese New Year's Eve (the evening preceding the first day of the year) to the Lantern Festival, held on the 15th day of the year. The first day of Chinese New Year begins on the new moon that appears between 21 January and 20 February.

The Chinese New Year is associated with several myths and customs. The festival was traditionally a time to honour deities as well as ancestors. Within China, regional customs and traditions concerning the celebration of the New Year vary widely. The evening preceding New Year's Day is an occasion for Chinese families to gather for the annual reunion dinner. Traditionally, every family would thoroughly clean their house, symbolically sweep away any ill fortune to make way for incoming good luck. Windows and doors may be decorated with red paper-cuts and couplets representing themes such as good fortune or happiness, wealth, and longevity. Other activities include lighting firecrackers and giving money in red envelopes.&quot;

© D.Godliman",0.11964153732446416
54182245093,`3307,roll the dice,51.511907,-0.128467,https://live.staticflickr.com/65535/54182245093_9d4375c199.jpg,london westminster wc2 westend redlight gay soho chinatown chinese sexy streetphotography girl culture community surreal colour busy crowd traffic travel transport portrait stranger candid happy smile reaction fashion people urban unaware unknown classic art uk tourism tourists canon roadworks shops shopping lunch natural wisdom leicestersquare pub boozer beer cones bollards pretty cap cold,Its Chinatown!,0.17555555555555555
53938985520,`3275,roll the dice,51.508989,-0.127319,https://live.staticflickr.com/65535/53938985520_dd8fc3a39e.jpg,london westminster wc2 westend trafalgarsquare busy crowd mad sad fun funny people fashion happy smile eyes mask chinese asian pretty sexy girls streetphotography unaware unknown urban england uk classic art canon tourism tourists portrait strangers candid surreal colour culture traffic travel transport bus natural wisdom hoilday summer out hot lights cctv blur trees scarf nuts shopping heart,Ni Haoooo,0.13903508771929826
53870273329,`3252,roll the dice,51.512488,-0.12866,https://live.staticflickr.com/65535/53870273329_3a9b6536f4.jpg,london community culture surreal colour mad sad hot sunny streetphotography fun funny people fashion happy smile angry nuts portrait strangers candid unaware unknown busy crowd urban uk classic england art tourism tourists canon shops shopping crossing traffic travel transport shadows sweaty pretty sexy girls westend w1 westminster soho gay wisdom natural moody rush fag wig vape sunglasses asian chinese pink,Scared?...,0.11174242424242425
53869929131,`3251,roll the dice,51.513015,-0.129593,https://live.staticflickr.com/65535/53869929131_b4d590a0c1.jpg,london community culture surreal colour mad sad hot sunny streetphotography fun funny people fashion happy smile angry nuts portrait strangers candid unaware unknown busy crowd urban uk classic england art tourism tourists canon shops shopping crossing traffic travel transport shadows sweaty pretty sexy girls westend w1 westminster soho gay wisdom natural moody rush shaftesbury chinatown asian chinese cute busstop theatre cinema mobilephone graffiti,Straight Down The Curzon!...,0.12766203703703705
53869017762,`3250,roll the dice,51.513436,-0.129325,https://live.staticflickr.com/65535/53869017762_4e551d0a9c.jpg,london community culture surreal colour mad sad hot sunny streetphotography fun funny people fashion happy smile angry nuts portrait strangers candid unaware unknown busy crowd urban uk classic england art tourism tourists canon shops shopping crossing traffic travel transport shadows sweaty pretty sexy girls westend w1 westminster soho gay wisdom natural moody rush asian glasses chinese boobies skirt box tattoo reflection drink eat,Eyes On Da Prize!...,0.12182539682539684
53791953758,Macclesfield Street`1947-2024,roll the dice,51.512621,-0.130355,https://live.staticflickr.com/65535/53791953758_1517a97261.jpg,london bunting gay mad sad colour surreal culture forties w1 westminster westend chinatown people fashion busy crowd beer publichouse pub drinking sign entrance oldandnew pastandpresent hereandnow local history retro bygone streetfurniture architecture uk classic art urban england canon tourism tourists community vanished changes collection demolished flags traffic travel transport crossing china bank nostalgia comparison redlight decorations lights cctv dutch holland lamp ornate balcony travelagents taxi shopping bus van,"Another Shot Od De Hems....Macclesfield Street Got Its Name From Landowner Charles Gerard, 1st Earl Of Macclesfield ...The  Macclesfield Once An Oyster Bar It Was Renamed De Hems In 1959 After A Dutch Seaman ‘Papa’ De Hems....",-0.023958333333333328
53714524171,`3224,roll the dice,51.512755,-0.130226,https://live.staticflickr.com/65535/53714524171_4da9b857f3.jpg,london streetphotography people fashion urban unaware unknowb england canon tourism tourists uk classic art portrait happy smile strangers candid shops shopping fun funny angry scared culture surreal bored lunch busy crowd quiet westminster w1 soho gay traffic travel transport men crossing chinatown chef cleaver mad natural sad unknown preto speed blur restaurant eat food,You Want Chinese??...,0.0557017543859649
53635090097,Shaftesbury Avenue`1922-2024,roll the dice,51.512895,-0.130559,https://live.staticflickr.com/65535/53635090097_fbfe2fbc2c.jpg,london westminster soho w1 westend sad corner bank gay chinatown windows entrance oldandnew pastandpresent hereandnow culture surreal community classic art england uk canon urban tourism tourists nostalgia comparison local history retro bygone changes collection vanished demolished cars traffic travel transport lights cctv streetfurniture architecture busy crowd danger sale shops shopping chinese hongkong cigars fag smoking decorations police telephone deanstreet money mortage loans sign alarm mess,Yes Over 100 Years!!...Once London County Westminster And Parr's Bank...Latter Westminster Bank...Now The Bank of East Asia....,0.028703703703703707
53632721757,Macclesfield Street`1891-2024,roll the dice,51.512655,-0.130891,https://live.staticflickr.com/65535/53632721757_c38c8faeca.jpg,london westminster westend soho redlight chinatown gay chinese pub publichouse boozer beer decorations corner shaftesbury sad victorian community culture surreal mad traffic travel transport cars windows oldandnew pastandpresent hereandnow local history retro bygone changes collection nostalgia comparison vanished demolished streetfurniture architecture urban england uk classic art busy crowd fashion lights cctv lunch canon tourism tourists crispins mercedes shopping netherlands dutch holland oranjeboomboomcabaret ale oranjeboom ornate lamp balcony,"Only 133 Years Here!...Macclesfield Street Got Its Name From Landowner Charles Gerard, 1st Earl Of Macclesfield ...The  Macclesfield Once An Oyster Bar It Was Renamed De Hems In 1959 After A Dutch Seaman ‘Papa’ De Hems...",-0.01916666666666666
53565022047,"Chinatown, London, UK",R-Gasman,51.512228,-0.131256,https://live.staticflickr.com/65535/53565022047_448a286d9b.jpg,northerneuropemosaic chinatown london uk,"The original London Chinatown was in Limehouse in the East End. Chinese workers at the East India Company settled in a neighbourhood near the docks in the late 19th century, but a decline in shipping and large-scale destruction of the area during the Second World War saw this quarter dwindle by the mid-20th century.

The current London Chinatown is in the City of Westminster, occupying the area in and around Gerrard Street. Chinatown in this location started to form in the 1950s, when a handful of Chinese restaurants opened in the district. The neighbourhood became a hub for Chinese culture within a decade.

It is a relatively small area and some streets are pedestrian only.
",-0.0075000000000000015
53549820323,Elevated Perspectives Capturing the Essence of Tradition,කේදාර KhE,51.511511,-0.130378,https://live.staticflickr.com/65535/53549820323_92c85d8687.jpg,street bw khedara london chinesenewyear celebration chinatown yearofthedragon cabbage liondance smartphone photography window spectators tradition streetphotography blackandwhite culture storytelling community urbanlife 中国城 伦敦 春节 龙年 传统 舞狮 观众 街头摄影 黑白 文化 庆祝 故事 社区 城市生活 lunarnewyear2024,"2024 Lunar New Year in London Chinatown

In the vibrant celebration of the Year of the Dragon in London's Chinatown, a captivating scene unfolds above the bustling streets. Atop the first floor of a quaint shop, a man engages in an age old tradition, dangling a cabbage out the window, a treat for the lion dancers below. Unseen on this image is the 
Lion, springs seizing its prize, a dance as much for the audience as it is a ritual. Meanwhile, inside the room, a different dance takes place. The rhythmic raising of smartphones, capturing moments of joy and revelry. Spectators transform into the spectacle, each frame telling a story, each click commemorating shared cultures and fresh beginnings.

<a href=""https://www.flickr.com/groups/lunarnewyear2024/"">www.flickr.com/groups/lunarnewyear2024/</a>
",0.2453030303030303
